Patient,N_Win,Dir
h14,45,data_down\per_channel\sane\h14_w45_ch2.pt
h14,45,data_down\per_channel\sane\h14_w45_ch3.pt
h14,45,data_down\per_channel\sane\h14_w45_ch4.pt
h14,45,data_down\per_channel\sane\h14_w45_ch5.pt
h14,45,data_down\per_channel\sane\h14_w45_ch6.pt
h14,45,data_down\per_channel\sane\h14_w45_ch7.pt
h14,45,data_down\per_channel\sane\h14_w45_ch8.pt
h14,45,data_down\per_channel\sane\h14_w45_ch9.pt
h14,45,data_down\per_channel\sane\h14_w45_ch10.pt
h14,45,data_down\per_channel\sane\h14_w45_ch11.pt
h14,45,data_down\per_channel\sane\h14_w45_ch12.pt
h14,45,data_down\per_channel\sane\h14_w45_ch13.pt
h14,45,data_down\per_channel\sane\h14_w45_ch14.pt
h14,45,data_down\per_channel\sane\h14_w45_ch15.pt
h14,45,data_down\per_channel\sane\h14_w45_ch16.pt
h14,45,data_down\per_channel\sane\h14_w45_ch17.pt
h14,45,data_down\per_channel\sane\h14_w45_ch18.pt
h14,45,data_down\per_channel\sane\h14_w45_ch19.pt
h14,46,data_down\per_channel\sane\h14_w46_ch1.pt
h14,46,data_down\per_channel\sane\h14_w46_ch2.pt
h14,46,data_down\per_channel\sane\h14_w46_ch3.pt
h14,46,data_down\per_channel\sane\h14_w46_ch4.pt
h14,46,data_down\per_channel\sane\h14_w46_ch5.pt
h14,46,data_down\per_channel\sane\h14_w46_ch6.pt
h14,46,data_down\per_channel\sane\h14_w46_ch7.pt
h14,46,data_down\per_channel\sane\h14_w46_ch8.pt
h14,46,data_down\per_channel\sane\h14_w46_ch9.pt
h14,46,data_down\per_channel\sane\h14_w46_ch10.pt
h14,46,data_down\per_channel\sane\h14_w46_ch11.pt
h14,46,data_down\per_channel\sane\h14_w46_ch12.pt
h14,46,data_down\per_channel\sane\h14_w46_ch13.pt
h14,46,data_down\per_channel\sane\h14_w46_ch14.pt
h14,46,data_down\per_channel\sane\h14_w46_ch15.pt
h14,46,data_down\per_channel\sane\h14_w46_ch16.pt
h14,46,data_down\per_channel\sane\h14_w46_ch17.pt
h14,46,data_down\per_channel\sane\h14_w46_ch18.pt
h14,46,data_down\per_channel\sane\h14_w46_ch19.pt
h14,47,data_down\per_channel\sane\h14_w47_ch1.pt
h14,47,data_down\per_channel\sane\h14_w47_ch2.pt
h14,47,data_down\per_channel\sane\h14_w47_ch3.pt
h14,47,data_down\per_channel\sane\h14_w47_ch4.pt
h14,47,data_down\per_channel\sane\h14_w47_ch5.pt
h14,47,data_down\per_channel\sane\h14_w47_ch6.pt
h14,47,data_down\per_channel\sane\h14_w47_ch7.pt
h14,47,data_down\per_channel\sane\h14_w47_ch8.pt
h14,47,data_down\per_channel\sane\h14_w47_ch9.pt
h14,47,data_down\per_channel\sane\h14_w47_ch10.pt
h14,47,data_down\per_channel\sane\h14_w47_ch11.pt
h14,47,data_down\per_channel\sane\h14_w47_ch12.pt
h14,47,data_down\per_channel\sane\h14_w47_ch13.pt
h14,47,data_down\per_channel\sane\h14_w47_ch14.pt
h14,47,data_down\per_channel\sane\h14_w47_ch15.pt
h14,47,data_down\per_channel\sane\h14_w47_ch16.pt
h14,47,data_down\per_channel\sane\h14_w47_ch17.pt
h14,47,data_down\per_channel\sane\h14_w47_ch18.pt
h14,47,data_down\per_channel\sane\h14_w47_ch19.pt
h14,48,data_down\per_channel\sane\h14_w48_ch1.pt
h14,48,data_down\per_channel\sane\h14_w48_ch2.pt
h14,48,data_down\per_channel\sane\h14_w48_ch3.pt
h14,48,data_down\per_channel\sane\h14_w48_ch4.pt
h14,48,data_down\per_channel\sane\h14_w48_ch5.pt
h14,48,data_down\per_channel\sane\h14_w48_ch6.pt
h14,48,data_down\per_channel\sane\h14_w48_ch7.pt
h14,48,data_down\per_channel\sane\h14_w48_ch8.pt
h14,48,data_down\per_channel\sane\h14_w48_ch9.pt
h14,48,data_down\per_channel\sane\h14_w48_ch10.pt
h14,48,data_down\per_channel\sane\h14_w48_ch11.pt
h14,48,data_down\per_channel\sane\h14_w48_ch12.pt
h14,48,data_down\per_channel\sane\h14_w48_ch13.pt
h14,48,data_down\per_channel\sane\h14_w48_ch14.pt
h14,48,data_down\per_channel\sane\h14_w48_ch15.pt
h14,48,data_down\per_channel\sane\h14_w48_ch16.pt
h14,48,data_down\per_channel\sane\h14_w48_ch17.pt
h14,48,data_down\per_channel\sane\h14_w48_ch18.pt
h14,48,data_down\per_channel\sane\h14_w48_ch19.pt
h14,49,data_down\per_channel\sane\h14_w49_ch1.pt
h14,49,data_down\per_channel\sane\h14_w49_ch2.pt
h14,49,data_down\per_channel\sane\h14_w49_ch3.pt
h14,49,data_down\per_channel\sane\h14_w49_ch4.pt
h14,49,data_down\per_channel\sane\h14_w49_ch5.pt
h14,49,data_down\per_channel\sane\h14_w49_ch6.pt
h14,49,data_down\per_channel\sane\h14_w49_ch7.pt
h14,49,data_down\per_channel\sane\h14_w49_ch8.pt
h14,49,data_down\per_channel\sane\h14_w49_ch9.pt
h14,49,data_down\per_channel\sane\h14_w49_ch10.pt
h14,49,data_down\per_channel\sane\h14_w49_ch11.pt
h14,49,data_down\per_channel\sane\h14_w49_ch12.pt
h14,49,data_down\per_channel\sane\h14_w49_ch13.pt
h14,49,data_down\per_channel\sane\h14_w49_ch14.pt
h14,49,data_down\per_channel\sane\h14_w49_ch15.pt
h14,49,data_down\per_channel\sane\h14_w49_ch16.pt
h14,49,data_down\per_channel\sane\h14_w49_ch17.pt
h14,49,data_down\per_channel\sane\h14_w49_ch18.pt
h14,49,data_down\per_channel\sane\h14_w49_ch19.pt
h14,50,data_down\per_channel\sane\h14_w50_ch1.pt
h14,50,data_down\per_channel\sane\h14_w50_ch2.pt
h14,50,data_down\per_channel\sane\h14_w50_ch3.pt
h14,50,data_down\per_channel\sane\h14_w50_ch4.pt
h14,50,data_down\per_channel\sane\h14_w50_ch5.pt
h14,50,data_down\per_channel\sane\h14_w50_ch6.pt
h14,50,data_down\per_channel\sane\h14_w50_ch7.pt
h14,50,data_down\per_channel\sane\h14_w50_ch8.pt
h14,50,data_down\per_channel\sane\h14_w50_ch9.pt
h14,50,data_down\per_channel\sane\h14_w50_ch10.pt
h14,50,data_down\per_channel\sane\h14_w50_ch11.pt
h14,50,data_down\per_channel\sane\h14_w50_ch12.pt
h14,50,data_down\per_channel\sane\h14_w50_ch13.pt
h14,50,data_down\per_channel\sane\h14_w50_ch14.pt
h14,50,data_down\per_channel\sane\h14_w50_ch15.pt
h14,50,data_down\per_channel\sane\h14_w50_ch16.pt
h14,50,data_down\per_channel\sane\h14_w50_ch17.pt
h14,50,data_down\per_channel\sane\h14_w50_ch18.pt
h14,50,data_down\per_channel\sane\h14_w50_ch19.pt
h14,51,data_down\per_channel\sane\h14_w51_ch1.pt
h14,51,data_down\per_channel\sane\h14_w51_ch2.pt
h14,51,data_down\per_channel\sane\h14_w51_ch3.pt
h14,51,data_down\per_channel\sane\h14_w51_ch4.pt
h14,51,data_down\per_channel\sane\h14_w51_ch5.pt
h14,51,data_down\per_channel\sane\h14_w51_ch6.pt
h14,51,data_down\per_channel\sane\h14_w51_ch7.pt
h14,51,data_down\per_channel\sane\h14_w51_ch8.pt
h14,51,data_down\per_channel\sane\h14_w51_ch9.pt
h14,51,data_down\per_channel\sane\h14_w51_ch10.pt
h14,51,data_down\per_channel\sane\h14_w51_ch11.pt
h14,51,data_down\per_channel\sane\h14_w51_ch12.pt
h14,51,data_down\per_channel\sane\h14_w51_ch13.pt
h14,51,data_down\per_channel\sane\h14_w51_ch14.pt
h14,51,data_down\per_channel\sane\h14_w51_ch15.pt
h14,51,data_down\per_channel\sane\h14_w51_ch16.pt
h14,51,data_down\per_channel\sane\h14_w51_ch17.pt
h14,51,data_down\per_channel\sane\h14_w51_ch18.pt
h14,51,data_down\per_channel\sane\h14_w51_ch19.pt
h14,52,data_down\per_channel\sane\h14_w52_ch1.pt
h14,52,data_down\per_channel\sane\h14_w52_ch2.pt
h14,52,data_down\per_channel\sane\h14_w52_ch3.pt
h14,52,data_down\per_channel\sane\h14_w52_ch4.pt
h14,52,data_down\per_channel\sane\h14_w52_ch5.pt
h14,52,data_down\per_channel\sane\h14_w52_ch6.pt
h14,52,data_down\per_channel\sane\h14_w52_ch7.pt
h14,52,data_down\per_channel\sane\h14_w52_ch8.pt
h14,52,data_down\per_channel\sane\h14_w52_ch9.pt
h14,52,data_down\per_channel\sane\h14_w52_ch10.pt
h14,52,data_down\per_channel\sane\h14_w52_ch11.pt
h14,52,data_down\per_channel\sane\h14_w52_ch12.pt
h14,52,data_down\per_channel\sane\h14_w52_ch13.pt
h14,52,data_down\per_channel\sane\h14_w52_ch14.pt
h14,52,data_down\per_channel\sane\h14_w52_ch15.pt
h14,52,data_down\per_channel\sane\h14_w52_ch16.pt
h14,52,data_down\per_channel\sane\h14_w52_ch17.pt
h14,52,data_down\per_channel\sane\h14_w52_ch18.pt
h14,52,data_down\per_channel\sane\h14_w52_ch19.pt
h14,53,data_down\per_channel\sane\h14_w53_ch1.pt
h14,53,data_down\per_channel\sane\h14_w53_ch2.pt
h14,53,data_down\per_channel\sane\h14_w53_ch3.pt
h14,53,data_down\per_channel\sane\h14_w53_ch4.pt
h14,53,data_down\per_channel\sane\h14_w53_ch5.pt
h14,53,data_down\per_channel\sane\h14_w53_ch6.pt
h14,53,data_down\per_channel\sane\h14_w53_ch7.pt
h14,53,data_down\per_channel\sane\h14_w53_ch8.pt
h14,53,data_down\per_channel\sane\h14_w53_ch9.pt
h14,53,data_down\per_channel\sane\h14_w53_ch10.pt
h14,53,data_down\per_channel\sane\h14_w53_ch11.pt
h14,53,data_down\per_channel\sane\h14_w53_ch12.pt
h14,53,data_down\per_channel\sane\h14_w53_ch13.pt
h14,53,data_down\per_channel\sane\h14_w53_ch14.pt
h14,53,data_down\per_channel\sane\h14_w53_ch15.pt
h14,53,data_down\per_channel\sane\h14_w53_ch16.pt
h14,53,data_down\per_channel\sane\h14_w53_ch17.pt
h14,53,data_down\per_channel\sane\h14_w53_ch18.pt
h14,53,data_down\per_channel\sane\h14_w53_ch19.pt
h14,54,data_down\per_channel\sane\h14_w54_ch1.pt
h14,54,data_down\per_channel\sane\h14_w54_ch2.pt
h14,54,data_down\per_channel\sane\h14_w54_ch3.pt
h14,54,data_down\per_channel\sane\h14_w54_ch4.pt
h14,54,data_down\per_channel\sane\h14_w54_ch5.pt
h14,54,data_down\per_channel\sane\h14_w54_ch6.pt
h14,54,data_down\per_channel\sane\h14_w54_ch7.pt
h14,54,data_down\per_channel\sane\h14_w54_ch8.pt
h14,54,data_down\per_channel\sane\h14_w54_ch9.pt
h14,54,data_down\per_channel\sane\h14_w54_ch10.pt
h14,54,data_down\per_channel\sane\h14_w54_ch11.pt
h14,54,data_down\per_channel\sane\h14_w54_ch12.pt
h14,54,data_down\per_channel\sane\h14_w54_ch13.pt
h14,54,data_down\per_channel\sane\h14_w54_ch14.pt
h14,54,data_down\per_channel\sane\h14_w54_ch15.pt
h14,54,data_down\per_channel\sane\h14_w54_ch16.pt
h14,54,data_down\per_channel\sane\h14_w54_ch17.pt
h14,54,data_down\per_channel\sane\h14_w54_ch18.pt
h14,54,data_down\per_channel\sane\h14_w54_ch19.pt
h14,55,data_down\per_channel\sane\h14_w55_ch1.pt
h14,55,data_down\per_channel\sane\h14_w55_ch2.pt
h14,55,data_down\per_channel\sane\h14_w55_ch3.pt
h14,55,data_down\per_channel\sane\h14_w55_ch4.pt
h14,55,data_down\per_channel\sane\h14_w55_ch5.pt
h14,55,data_down\per_channel\sane\h14_w55_ch6.pt
h14,55,data_down\per_channel\sane\h14_w55_ch7.pt
h14,55,data_down\per_channel\sane\h14_w55_ch8.pt
h14,55,data_down\per_channel\sane\h14_w55_ch9.pt
h14,55,data_down\per_channel\sane\h14_w55_ch10.pt
h14,55,data_down\per_channel\sane\h14_w55_ch11.pt
h14,55,data_down\per_channel\sane\h14_w55_ch12.pt
h14,55,data_down\per_channel\sane\h14_w55_ch13.pt
h14,55,data_down\per_channel\sane\h14_w55_ch14.pt
h14,55,data_down\per_channel\sane\h14_w55_ch15.pt
h14,55,data_down\per_channel\sane\h14_w55_ch16.pt
h14,55,data_down\per_channel\sane\h14_w55_ch17.pt
h14,55,data_down\per_channel\sane\h14_w55_ch18.pt
h14,55,data_down\per_channel\sane\h14_w55_ch19.pt
h14,56,data_down\per_channel\sane\h14_w56_ch1.pt
h14,56,data_down\per_channel\sane\h14_w56_ch2.pt
h14,56,data_down\per_channel\sane\h14_w56_ch3.pt
h14,56,data_down\per_channel\sane\h14_w56_ch4.pt
h14,56,data_down\per_channel\sane\h14_w56_ch5.pt
h14,56,data_down\per_channel\sane\h14_w56_ch6.pt
h14,56,data_down\per_channel\sane\h14_w56_ch7.pt
h14,56,data_down\per_channel\sane\h14_w56_ch8.pt
h14,56,data_down\per_channel\sane\h14_w56_ch9.pt
h14,56,data_down\per_channel\sane\h14_w56_ch10.pt
h14,56,data_down\per_channel\sane\h14_w56_ch11.pt
h14,56,data_down\per_channel\sane\h14_w56_ch12.pt
h14,56,data_down\per_channel\sane\h14_w56_ch13.pt
h14,56,data_down\per_channel\sane\h14_w56_ch14.pt
h14,56,data_down\per_channel\sane\h14_w56_ch15.pt
h14,56,data_down\per_channel\sane\h14_w56_ch16.pt
h14,56,data_down\per_channel\sane\h14_w56_ch17.pt
h14,56,data_down\per_channel\sane\h14_w56_ch18.pt
h14,56,data_down\per_channel\sane\h14_w56_ch19.pt
h14,57,data_down\per_channel\sane\h14_w57_ch1.pt
h14,57,data_down\per_channel\sane\h14_w57_ch2.pt
h14,57,data_down\per_channel\sane\h14_w57_ch3.pt
h14,57,data_down\per_channel\sane\h14_w57_ch4.pt
h14,57,data_down\per_channel\sane\h14_w57_ch5.pt
h14,57,data_down\per_channel\sane\h14_w57_ch6.pt
h14,57,data_down\per_channel\sane\h14_w57_ch7.pt
h14,57,data_down\per_channel\sane\h14_w57_ch8.pt
h14,57,data_down\per_channel\sane\h14_w57_ch9.pt
h14,57,data_down\per_channel\sane\h14_w57_ch10.pt
h14,57,data_down\per_channel\sane\h14_w57_ch11.pt
h14,57,data_down\per_channel\sane\h14_w57_ch12.pt
h14,57,data_down\per_channel\sane\h14_w57_ch13.pt
h14,57,data_down\per_channel\sane\h14_w57_ch14.pt
h14,57,data_down\per_channel\sane\h14_w57_ch15.pt
h14,57,data_down\per_channel\sane\h14_w57_ch16.pt
h14,57,data_down\per_channel\sane\h14_w57_ch17.pt
h14,57,data_down\per_channel\sane\h14_w57_ch18.pt
h14,57,data_down\per_channel\sane\h14_w57_ch19.pt
h14,58,data_down\per_channel\sane\h14_w58_ch1.pt
h14,58,data_down\per_channel\sane\h14_w58_ch2.pt
h14,58,data_down\per_channel\sane\h14_w58_ch3.pt
h14,58,data_down\per_channel\sane\h14_w58_ch4.pt
h14,58,data_down\per_channel\sane\h14_w58_ch5.pt
h14,58,data_down\per_channel\sane\h14_w58_ch6.pt
h14,58,data_down\per_channel\sane\h14_w58_ch7.pt
h14,58,data_down\per_channel\sane\h14_w58_ch8.pt
h14,58,data_down\per_channel\sane\h14_w58_ch9.pt
h14,58,data_down\per_channel\sane\h14_w58_ch10.pt
h14,58,data_down\per_channel\sane\h14_w58_ch11.pt
h14,58,data_down\per_channel\sane\h14_w58_ch12.pt
h14,58,data_down\per_channel\sane\h14_w58_ch13.pt
h14,58,data_down\per_channel\sane\h14_w58_ch14.pt
h14,58,data_down\per_channel\sane\h14_w58_ch15.pt
h14,58,data_down\per_channel\sane\h14_w58_ch16.pt
h14,58,data_down\per_channel\sane\h14_w58_ch17.pt
h14,58,data_down\per_channel\sane\h14_w58_ch18.pt
h14,58,data_down\per_channel\sane\h14_w58_ch19.pt
h14,59,data_down\per_channel\sane\h14_w59_ch1.pt
h14,59,data_down\per_channel\sane\h14_w59_ch2.pt
h14,59,data_down\per_channel\sane\h14_w59_ch3.pt
h14,59,data_down\per_channel\sane\h14_w59_ch4.pt
h14,59,data_down\per_channel\sane\h14_w59_ch5.pt
h14,59,data_down\per_channel\sane\h14_w59_ch6.pt
h14,59,data_down\per_channel\sane\h14_w59_ch7.pt
h14,59,data_down\per_channel\sane\h14_w59_ch8.pt
h14,59,data_down\per_channel\sane\h14_w59_ch9.pt
h14,59,data_down\per_channel\sane\h14_w59_ch10.pt
h14,59,data_down\per_channel\sane\h14_w59_ch11.pt
h14,59,data_down\per_channel\sane\h14_w59_ch12.pt
h14,59,data_down\per_channel\sane\h14_w59_ch13.pt
h14,59,data_down\per_channel\sane\h14_w59_ch14.pt
h14,59,data_down\per_channel\sane\h14_w59_ch15.pt
h14,59,data_down\per_channel\sane\h14_w59_ch16.pt
h14,59,data_down\per_channel\sane\h14_w59_ch17.pt
h14,59,data_down\per_channel\sane\h14_w59_ch18.pt
h14,59,data_down\per_channel\sane\h14_w59_ch19.pt
h14,60,data_down\per_channel\sane\h14_w60_ch1.pt
h14,60,data_down\per_channel\sane\h14_w60_ch2.pt
h14,60,data_down\per_channel\sane\h14_w60_ch3.pt
h14,60,data_down\per_channel\sane\h14_w60_ch4.pt
h14,60,data_down\per_channel\sane\h14_w60_ch5.pt
h14,60,data_down\per_channel\sane\h14_w60_ch6.pt
h14,60,data_down\per_channel\sane\h14_w60_ch7.pt
h14,60,data_down\per_channel\sane\h14_w60_ch8.pt
h14,60,data_down\per_channel\sane\h14_w60_ch9.pt
h14,60,data_down\per_channel\sane\h14_w60_ch10.pt
h14,60,data_down\per_channel\sane\h14_w60_ch11.pt
h14,60,data_down\per_channel\sane\h14_w60_ch12.pt
h14,60,data_down\per_channel\sane\h14_w60_ch13.pt
h14,60,data_down\per_channel\sane\h14_w60_ch14.pt
h14,60,data_down\per_channel\sane\h14_w60_ch15.pt
h14,60,data_down\per_channel\sane\h14_w60_ch16.pt
h14,60,data_down\per_channel\sane\h14_w60_ch17.pt
h14,60,data_down\per_channel\sane\h14_w60_ch18.pt
h14,60,data_down\per_channel\sane\h14_w60_ch19.pt
h14,61,data_down\per_channel\sane\h14_w61_ch1.pt
h14,61,data_down\per_channel\sane\h14_w61_ch2.pt
h14,61,data_down\per_channel\sane\h14_w61_ch3.pt
h14,61,data_down\per_channel\sane\h14_w61_ch4.pt
h14,61,data_down\per_channel\sane\h14_w61_ch5.pt
h14,61,data_down\per_channel\sane\h14_w61_ch6.pt
h14,61,data_down\per_channel\sane\h14_w61_ch7.pt
h14,61,data_down\per_channel\sane\h14_w61_ch8.pt
h14,61,data_down\per_channel\sane\h14_w61_ch9.pt
h14,61,data_down\per_channel\sane\h14_w61_ch10.pt
h14,61,data_down\per_channel\sane\h14_w61_ch11.pt
h14,61,data_down\per_channel\sane\h14_w61_ch12.pt
h14,61,data_down\per_channel\sane\h14_w61_ch13.pt
h14,61,data_down\per_channel\sane\h14_w61_ch14.pt
h14,61,data_down\per_channel\sane\h14_w61_ch15.pt
h14,61,data_down\per_channel\sane\h14_w61_ch16.pt
h14,61,data_down\per_channel\sane\h14_w61_ch17.pt
h14,61,data_down\per_channel\sane\h14_w61_ch18.pt
h14,61,data_down\per_channel\sane\h14_w61_ch19.pt
h14,62,data_down\per_channel\sane\h14_w62_ch1.pt
h14,62,data_down\per_channel\sane\h14_w62_ch2.pt
h14,62,data_down\per_channel\sane\h14_w62_ch3.pt
h14,62,data_down\per_channel\sane\h14_w62_ch4.pt
h14,62,data_down\per_channel\sane\h14_w62_ch5.pt
h14,62,data_down\per_channel\sane\h14_w62_ch6.pt
h14,62,data_down\per_channel\sane\h14_w62_ch7.pt
h14,62,data_down\per_channel\sane\h14_w62_ch8.pt
h14,62,data_down\per_channel\sane\h14_w62_ch9.pt
h14,62,data_down\per_channel\sane\h14_w62_ch10.pt
h14,62,data_down\per_channel\sane\h14_w62_ch11.pt
h14,62,data_down\per_channel\sane\h14_w62_ch12.pt
h14,62,data_down\per_channel\sane\h14_w62_ch13.pt
h14,62,data_down\per_channel\sane\h14_w62_ch14.pt
h14,62,data_down\per_channel\sane\h14_w62_ch15.pt
h14,62,data_down\per_channel\sane\h14_w62_ch16.pt
h14,62,data_down\per_channel\sane\h14_w62_ch17.pt
h14,62,data_down\per_channel\sane\h14_w62_ch18.pt
h14,62,data_down\per_channel\sane\h14_w62_ch19.pt
h14,63,data_down\per_channel\sane\h14_w63_ch1.pt
h14,63,data_down\per_channel\sane\h14_w63_ch2.pt
h14,63,data_down\per_channel\sane\h14_w63_ch3.pt
h14,63,data_down\per_channel\sane\h14_w63_ch4.pt
h14,63,data_down\per_channel\sane\h14_w63_ch5.pt
h14,63,data_down\per_channel\sane\h14_w63_ch6.pt
h14,63,data_down\per_channel\sane\h14_w63_ch7.pt
h14,63,data_down\per_channel\sane\h14_w63_ch8.pt
h14,63,data_down\per_channel\sane\h14_w63_ch9.pt
h14,63,data_down\per_channel\sane\h14_w63_ch10.pt
h14,63,data_down\per_channel\sane\h14_w63_ch11.pt
h14,63,data_down\per_channel\sane\h14_w63_ch12.pt
h14,63,data_down\per_channel\sane\h14_w63_ch13.pt
h14,63,data_down\per_channel\sane\h14_w63_ch14.pt
h14,63,data_down\per_channel\sane\h14_w63_ch15.pt
h14,63,data_down\per_channel\sane\h14_w63_ch16.pt
h14,63,data_down\per_channel\sane\h14_w63_ch17.pt
h14,63,data_down\per_channel\sane\h14_w63_ch18.pt
h14,63,data_down\per_channel\sane\h14_w63_ch19.pt
h14,64,data_down\per_channel\sane\h14_w64_ch1.pt
h14,64,data_down\per_channel\sane\h14_w64_ch2.pt
h14,64,data_down\per_channel\sane\h14_w64_ch3.pt
h14,64,data_down\per_channel\sane\h14_w64_ch4.pt
h14,64,data_down\per_channel\sane\h14_w64_ch5.pt
h14,64,data_down\per_channel\sane\h14_w64_ch6.pt
h14,64,data_down\per_channel\sane\h14_w64_ch7.pt
h14,64,data_down\per_channel\sane\h14_w64_ch8.pt
h14,64,data_down\per_channel\sane\h14_w64_ch9.pt
h14,64,data_down\per_channel\sane\h14_w64_ch10.pt
h14,64,data_down\per_channel\sane\h14_w64_ch11.pt
h14,64,data_down\per_channel\sane\h14_w64_ch12.pt
h14,64,data_down\per_channel\sane\h14_w64_ch13.pt
h14,64,data_down\per_channel\sane\h14_w64_ch14.pt
h14,64,data_down\per_channel\sane\h14_w64_ch15.pt
h14,64,data_down\per_channel\sane\h14_w64_ch16.pt
h14,64,data_down\per_channel\sane\h14_w64_ch17.pt
h14,64,data_down\per_channel\sane\h14_w64_ch18.pt
h14,64,data_down\per_channel\sane\h14_w64_ch19.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch1.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch2.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch3.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch4.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch5.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch6.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch7.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch8.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch9.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch10.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch11.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch12.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch13.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch14.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch15.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch16.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch17.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch18.pt
s01,1,data_down\per_channel\abnormal\s01_w1_ch19.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch1.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch2.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch3.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch4.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch5.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch6.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch7.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch8.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch9.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch10.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch11.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch12.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch13.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch14.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch15.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch16.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch17.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch18.pt
s01,2,data_down\per_channel\abnormal\s01_w2_ch19.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch1.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch2.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch3.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch4.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch5.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch6.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch7.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch8.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch9.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch10.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch11.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch12.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch13.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch14.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch15.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch16.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch17.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch18.pt
s01,3,data_down\per_channel\abnormal\s01_w3_ch19.pt
s01,4,data_down\per_channel\abnormal\s01_w4_ch1.pt
s01,4,data_down\per_channel\abnormal\s01_w4_ch2.pt
s01,4,data_down\per_channel\abnormal\s01_w4_ch3.pt
s01,4,data_down\per_channel\abnormal\s01_w4_ch4.pt
s01,4,data_down\per_channel\abnormal\s01_w4_ch5.pt
